realtime_start,realtime_end,date,value
2019-12-23,2019-12-23,2010-03-17,315.1638
2019-12-23,2019-12-23,2010-03-24,320.44
2019-12-23,2019-12-23,2010-03-31,649.67
2019-12-23,2019-12-23,2010-04-07,650.3646
2019-12-23,2019-12-23,2010-04-14,649.3904
2019-12-23,2019-12-23,2010-04-21,647.9142
2019-12-23,2019-12-23,2010-04-28,646.7659
2019-12-23,2019-12-23,2010-05-05,643.6464
2019-12-23,2019-12-23,2010-05-12,641.9103
2019-12-23,2019-12-23,2010-05-19,641.0973
2019-12-23,2019-12-23,2010-05-26,638.3899
2019-12-23,2019-12-23,2010-06-02,634.3699
2019-12-23,2019-12-23,2010-06-09,635.0155
2019-12-23,2019-12-23,2010-06-16,632.359
2019-12-23,2019-12-23,2010-06-23,631.9932
2019-12-23,2019-12-23,2010-06-30,627.8286
2019-12-23,2019-12-23,2010-07-07,627.4845
2019-12-23,2019-12-23,2010-07-14,627.5424
2019-12-23,2019-12-23,2010-07-21,626.5497
2019-12-23,2019-12-23,2010-07-28,625.3758
2019-12-23,2019-12-23,2010-08-04,624.0753
2019-12-23,2019-12-23,2010-08-11,623.1321
2019-12-23,2019-12-23,2010-08-18,621.9977
2019-12-23,2019-12-23,2010-08-25,621.0121
2019-12-23,2019-12-23,2010-09-01,618.9122
2019-12-23,2019-12-23,2010-09-08,618.2184
2019-12-23,2019-12-23,2010-09-15,617.7892
2019-12-23,2019-12-23,2010-09-22,615.3473
2019-12-23,2019-12-23,2010-09-29,616.4129
2019-12-23,2019-12-23,2010-10-06,612.4797
2019-12-23,2019-12-23,2010-10-13,612.4831
2019-12-23,2019-12-23,2010-10-20,612.0742
2019-12-23,2019-12-23,2010-10-27,609.9588
2019-12-23,2019-12-23,2010-11-03,608.8367
2019-12-23,2019-12-23,2010-11-10,608.5769
2019-12-23,2019-12-23,2010-11-17,608.3323
2019-12-23,2019-12-23,2010-11-24,607.9163
2019-12-23,2019-12-23,2010-12-01,605.8642
2019-12-23,2019-12-23,2010-12-08,608.4397
2019-12-23,2019-12-23,2010-12-15,608.2269
2019-12-23,2019-12-23,2010-12-22,607.7366
2019-12-23,2019-12-23,2010-12-29,606.8365
2019-12-23,2019-12-23,2011-01-05,605.9678
2019-12-23,2019-12-23,2011-01-12,603.7851
2019-12-23,2019-12-23,2011-01-19,604.9562
2019-12-23,2019-12-23,2011-01-26,603.5335
2019-12-23,2019-12-23,2011-02-02,603.2913
2019-12-23,2019-12-23,2011-02-09,602.5133
2019-12-23,2019-12-23,2011-02-16,601.754
2019-12-23,2019-12-23,2011-02-23,601.7745
2019-12-23,2019-12-23,2011-03-02,600.747
2019-12-23,2019-12-23,2011-03-09,600.1726
2019-12-23,2019-12-23,2011-03-16,600.2899
2019-12-23,2019-12-23,2011-03-23,599.3142
2019-12-23,2019-12-23,2011-03-30,600.0363
2019-12-23,2019-12-23,2011-04-06,598.3981
2019-12-23,2019-12-23,2011-04-13,597.6115
2019-12-23,2019-12-23,2011-04-20,598.7561
2019-12-23,2019-12-23,2011-04-27,597.6197
2019-12-23,2019-12-23,2011-05-04,596.5294
2019-12-23,2019-12-23,2011-05-11,595.9405
2019-12-23,2019-12-23,2011-05-18,595.9972
2019-12-23,2019-12-23,2011-05-25,595.1775
2019-12-23,2019-12-23,2011-06-01,598.755
2019-12-23,2019-12-23,2011-06-08,599.1736
2019-12-23,2019-12-23,2011-06-15,599.2951
2019-12-23,2019-12-23,2011-06-22,599.933
2019-12-23,2019-12-23,2011-06-29,601.1842
2019-12-23,2019-12-23,2011-07-06,601.0889
2019-12-23,2019-12-23,2011-07-13,600.2178
2019-12-23,2019-12-23,2011-07-20,600.5323
2019-12-23,2019-12-23,2011-07-27,600.4166
2019-12-23,2019-12-23,2011-08-03,600.2989
2019-12-23,2019-12-23,2011-08-10,600.1763
2019-12-23,2019-12-23,2011-08-17,600.028
2019-12-23,2019-12-23,2011-08-24,600.1803
2019-12-23,2019-12-23,2011-08-31,600.3381
2019-12-23,2019-12-23,2011-09-07,599.9917
2019-12-23,2019-12-23,2011-09-14,600.3242
2019-12-23,2019-12-23,2011-09-21,600.0506
2019-12-23,2019-12-23,2011-09-28,600.9897
2019-12-23,2019-12-23,2011-10-05,601.9359
2019-12-23,2019-12-23,2011-10-12,601.173
2019-12-23,2019-12-23,2011-10-19,601.2553
2019-12-23,2019-12-23,2011-10-26,601.0082
2019-12-23,2019-12-23,2011-11-02,600.4592
2019-12-23,2019-12-23,2011-11-09,601.0348
2019-12-23,2019-12-23,2011-11-16,601.4395
2019-12-23,2019-12-23,2011-11-23,601.6069
2019-12-23,2019-12-23,2011-11-30,602.3885
2019-12-23,2019-12-23,2011-12-07,601.4124
2019-12-23,2019-12-23,2011-12-14,601.8826
2019-12-23,2019-12-23,2011-12-21,601.606
2019-12-23,2019-12-23,2011-12-28,602.6271
2019-12-23,2019-12-23,2012-01-04,604.0104
2019-12-23,2019-12-23,2012-01-11,601.7501
2019-12-23,2019-12-23,2012-01-18,601.2358
2019-12-23,2019-12-23,2012-01-25,598.9953
2019-12-23,2019-12-23,2012-02-01,600.6952
2019-12-23,2019-12-23,2012-02-08,600.0453
2019-12-23,2019-12-23,2012-02-15,599.4395
2019-12-23,2019-12-23,2012-02-22,598.2299
2019-12-23,2019-12-23,2012-02-29,601.0272
2019-12-23,2019-12-23,2012-03-07,600.103
2019-12-23,2019-12-23,2012-03-14,600.1936
2019-12-23,2019-12-23,2012-03-21,599.0653
2019-12-23,2019-12-23,2012-03-28,599.951
2019-12-23,2019-12-23,2012-04-04,601.2895
2019-12-23,2019-12-23,2012-04-11,599.5892
2019-12-23,2019-12-23,2012-04-18,599.0962
2019-12-23,2019-12-23,2012-04-25,598.0528
2019-12-23,2019-12-23,2012-05-02,609.5825
2019-12-23,2019-12-23,2012-05-09,608.0182
2019-12-23,2019-12-23,2012-05-16,607.5616
2019-12-23,2019-12-23,2012-05-23,606.9474
2019-12-23,2019-12-23,2012-05-30,610.8734
2019-12-23,2019-12-23,2012-06-06,609.4931
2019-12-23,2019-12-23,2012-06-13,609.5963
2019-12-23,2019-12-23,2012-06-20,608.5874
2019-12-23,2019-12-23,2012-06-27,607.9166
2019-12-23,2019-12-23,2012-07-04,608.1456
2019-12-23,2019-12-23,2012-07-11,606.8752
2019-12-23,2019-12-23,2012-07-18,606.4962
2019-12-23,2019-12-23,2012-07-25,605.6469
2019-12-23,2019-12-23,2012-08-01,607.3487
2019-12-23,2019-12-23,2012-08-08,607.4354
2019-12-23,2019-12-23,2012-08-15,607.4733
2019-12-23,2019-12-23,2012-08-22,607.6462
2019-12-23,2019-12-23,2012-08-29,609.182
2019-12-23,2019-12-23,2012-09-05,608.7784
2019-12-23,2019-12-23,2012-09-12,607.3204
2019-12-23,2019-12-23,2012-09-19,607.3455
2019-12-23,2019-12-23,2012-09-26,606.9972
2019-12-23,2019-12-23,2012-10-03,608.1671
2019-12-23,2019-12-23,2012-10-10,607.8687
2019-12-23,2019-12-23,2012-10-17,607.0658
2019-12-23,2019-12-23,2012-10-24,606.8935
2019-12-23,2019-12-23,2012-10-31,609.3213
2019-12-23,2019-12-23,2012-11-07,608.9217
2019-12-23,2019-12-23,2012-11-14,609.2155
2019-12-23,2019-12-23,2012-11-21,607.9181
2019-12-23,2019-12-23,2012-11-28,609.0416
2019-12-23,2019-12-23,2012-12-05,606.4689
2019-12-23,2019-12-23,2012-12-12,606.3953
2019-12-23,2019-12-23,2012-12-19,606.811
2019-12-23,2019-12-23,2012-12-26,607.7177
2019-12-23,2019-12-23,2013-01-02,608.6488
2019-12-23,2019-12-23,2013-01-09,607.4696
2019-12-23,2019-12-23,2013-01-16,606.2638
2019-12-23,2019-12-23,2013-01-23,607.1436
2019-12-23,2019-12-23,2013-01-30,609.3474
2019-12-23,2019-12-23,2013-02-06,609.0726
2019-12-23,2019-12-23,2013-02-13,609.5245
2019-12-23,2019-12-23,2013-02-20,608.7028
2019-12-23,2019-12-23,2013-02-27,610.2709
2019-12-23,2019-12-23,2013-03-06,608.1794
2019-12-23,2019-12-23,2013-03-13,612.8264
2019-12-23,2019-12-23,2013-03-20,611.6864
2019-12-23,2019-12-23,2013-03-27,611.324
2019-12-23,2019-12-23,2013-04-03,611.7969
2019-12-23,2019-12-23,2013-04-10,611.7407
2019-12-23,2019-12-23,2013-04-17,612.2174
2019-12-23,2019-12-23,2013-04-24,611.7838
2019-12-23,2019-12-23,2013-05-01,612.019
2019-12-23,2019-12-23,2013-05-08,612.1009
2019-12-23,2019-12-23,2013-05-15,612.242
2019-12-23,2019-12-23,2013-05-22,612.9879
2019-12-23,2019-12-23,2013-05-29,614.5302
2019-12-23,2019-12-23,2013-06-05,614.4072
2019-12-23,2019-12-23,2013-06-12,615.1427
2019-12-23,2019-12-23,2013-06-19,615.0381
2019-12-23,2019-12-23,2013-06-26,615.2044
2019-12-23,2019-12-23,2013-07-03,612.9062
2019-12-23,2019-12-23,2013-07-10,612.8006
2019-12-23,2019-12-23,2013-07-17,611.7946
2019-12-23,2019-12-23,2013-07-24,610.5252
2019-12-23,2019-12-23,2013-07-31,610.9504
2019-12-23,2019-12-23,2013-08-07,611.0365
2019-12-23,2019-12-23,2013-08-14,611.6991
2019-12-23,2019-12-23,2013-08-21,611.6408
2019-12-23,2019-12-23,2013-08-28,611.9887
2019-12-23,2019-12-23,2013-09-04,612.6763
2019-12-23,2019-12-23,2013-09-11,612.0211
2019-12-23,2019-12-23,2013-09-18,611.9165
2019-12-23,2019-12-23,2013-09-25,611.8246
2019-12-23,2019-12-23,2013-10-02,613.0207
2019-12-23,2019-12-23,2013-10-09,612.758
2019-12-23,2019-12-23,2013-10-16,613.1782
2019-12-23,2019-12-23,2013-10-23,613.5433
2019-12-23,2019-12-23,2013-10-30,615.3442
2019-12-23,2019-12-23,2013-11-06,615.0739
2019-12-23,2019-12-23,2013-11-13,615.564
2019-12-23,2019-12-23,2013-11-20,599.219
2019-12-23,2019-12-23,2013-11-27,597.5874
2019-12-23,2019-12-23,2013-12-04,599.1318
2019-12-23,2019-12-23,2013-12-11,599.9715
2019-12-23,2019-12-23,2013-12-18,599.7673
2019-12-23,2019-12-23,2013-12-25,601.3363
2019-12-23,2019-12-23,2014-01-01,600.1923
2019-12-23,2019-12-23,2014-01-08,600.6968
2019-12-23,2019-12-23,2014-01-15,599.4036
2019-12-23,2019-12-23,2014-01-22,600.2891
2019-12-23,2019-12-23,2014-01-29,601.6945
2019-12-23,2019-12-23,2014-02-05,602.1634
2019-12-23,2019-12-23,2014-02-12,601.839
2019-12-23,2019-12-23,2014-02-19,603.5404
2019-12-23,2019-12-23,2014-02-26,603.948
2019-12-23,2019-12-23,2014-03-05,603.4799
2019-12-23,2019-12-23,2014-03-12,603.1323
2019-12-23,2019-12-23,2014-03-19,603.6925
2019-12-23,2019-12-23,2014-03-26,603.2757
2019-12-23,2019-12-23,2014-04-02,603.3858
2019-12-23,2019-12-23,2014-04-09,604.5572
2019-12-23,2019-12-23,2014-04-16,606.3356
2019-12-23,2019-12-23,2014-04-23,607.1002
2019-12-23,2019-12-23,2014-04-30,608.3139
2019-12-23,2019-12-23,2014-05-07,608.6002
2019-12-23,2019-12-23,2014-05-14,610.28
2019-12-23,2019-12-23,2014-05-21,609.9861
2019-12-23,2019-12-23,2014-05-28,609.7604
2019-12-23,2019-12-23,2014-06-04,610.2542
2019-12-23,2019-12-23,2014-06-11,611.5174
2019-12-23,2019-12-23,2014-06-18,611.1815
2019-12-23,2019-12-23,2014-06-25,610.8953
2019-12-23,2019-12-23,2014-07-02,611.3495
2019-12-23,2019-12-23,2014-07-09,612.2943
2019-12-23,2019-12-23,2014-07-16,612.7318
2019-12-23,2019-12-23,2014-07-23,612.9597
2019-12-23,2019-12-23,2014-07-30,614.5382
2019-12-23,2019-12-23,2014-08-06,613.7494
2019-12-23,2019-12-23,2014-08-13,614.6806
2019-12-23,2019-12-23,2014-08-20,615.2669
2019-12-23,2019-12-23,2014-08-27,615.9055
2019-12-23,2019-12-23,2014-09-03,618.0623
2019-12-23,2019-12-23,2014-09-10,617.2501
2019-12-23,2019-12-23,2014-09-17,617.6656
2019-12-23,2019-12-23,2014-09-24,617.6312
2019-12-23,2019-12-23,2014-10-01,618.7791
2019-12-23,2019-12-23,2014-10-08,617.7436
2019-12-23,2019-12-23,2014-10-15,617.8505
2019-12-23,2019-12-23,2014-10-22,618.9297
2019-12-23,2019-12-23,2014-10-29,619.2942
2019-12-23,2019-12-23,2014-11-05,620.176
2019-12-23,2019-12-23,2014-11-12,622.4823
2019-12-23,2019-12-23,2014-11-19,623.0181
2019-12-23,2019-12-23,2014-11-26,620.9167
2019-12-23,2019-12-23,2014-12-03,620.7407
2019-12-23,2019-12-23,2014-12-10,623.2265
2019-12-23,2019-12-23,2014-12-17,622.3993
2019-12-23,2019-12-23,2014-12-24,625.4478
2019-12-23,2019-12-23,2014-12-31,623.4235
2019-12-23,2019-12-23,2015-01-07,624.7441
2019-12-23,2019-12-23,2015-01-14,625.952
2019-12-23,2019-12-23,2015-01-21,625.9102
2019-12-23,2019-12-23,2015-01-28,626.0261
2019-12-23,2019-12-23,2015-02-04,625.9185
2019-12-23,2019-12-23,2015-02-11,627.6826
2019-12-23,2019-12-23,2015-02-18,627.6771
2019-12-23,2019-12-23,2015-02-25,625.5608
2019-12-23,2019-12-23,2015-03-04,626.2859
2019-12-23,2019-12-23,2015-03-11,626.1279
2019-12-23,2019-12-23,2015-03-18,626.1621
2019-12-23,2019-12-23,2015-03-25,627.17
2019-12-23,2019-12-23,2015-04-01,630.0286
2019-12-23,2019-12-23,2015-04-08,631.3575
2019-12-23,2019-12-23,2015-04-15,631.202
2019-12-23,2019-12-23,2015-04-22,632.1272
2019-12-23,2019-12-23,2015-04-29,633.6534
2019-12-23,2019-12-23,2015-05-06,634.0588
2019-12-23,2019-12-23,2015-05-13,635.0738
2019-12-23,2019-12-23,2015-05-20,634.9761
2019-12-23,2019-12-23,2015-05-27,635.2696
2019-12-23,2019-12-23,2015-06-03,634.8115
2019-12-23,2019-12-23,2015-06-10,636.7476
2019-12-23,2019-12-23,2015-06-17,636.2361
2019-12-23,2019-12-23,2015-06-24,638.843
2019-12-23,2019-12-23,2015-07-01,639.5314
2019-12-23,2019-12-23,2015-07-08,640.3097
2019-12-23,2019-12-23,2015-07-15,640.3866
2019-12-23,2019-12-23,2015-07-22,641.6981
2019-12-23,2019-12-23,2015-07-29,642.9763
2019-12-23,2019-12-23,2015-08-05,644.0259
2019-12-23,2019-12-23,2015-08-12,644.978
2019-12-23,2019-12-23,2015-08-19,645.7473
2019-12-23,2019-12-23,2015-08-26,645.7419
2019-12-23,2019-12-23,2015-09-02,646.7898
2019-12-23,2019-12-23,2015-09-09,649.4708
2019-12-23,2019-12-23,2015-09-16,648.9972
2019-12-23,2019-12-23,2015-09-23,649.1475
2019-12-23,2019-12-23,2015-09-30,651.3294
2019-12-23,2019-12-23,2015-10-07,652.2001
2019-12-23,2019-12-23,2015-10-14,653.4172
2019-12-23,2019-12-23,2015-10-21,653.7036
2019-12-23,2019-12-23,2015-10-28,653.0482
2019-12-23,2019-12-23,2015-11-04,654.2728
2019-12-23,2019-12-23,2015-11-11,654.7774
2019-12-23,2019-12-23,2015-11-18,655.8672
2019-12-23,2019-12-23,2015-11-25,656.218
2019-12-23,2019-12-23,2015-12-02,655.5275
2019-12-23,2019-12-23,2015-12-09,657.4015
2019-12-23,2019-12-23,2015-12-16,657.931
2019-12-23,2019-12-23,2015-12-23,659.0793
2019-12-23,2019-12-23,2015-12-30,660.0497
2019-12-23,2019-12-23,2016-01-06,663.7271
2019-12-23,2019-12-23,2016-01-13,663.5658
2019-12-23,2019-12-23,2016-01-20,665.1371
2019-12-23,2019-12-23,2016-01-27,663.9269
2019-12-23,2019-12-23,2016-02-03,664.2086
2019-12-23,2019-12-23,2016-02-10,664.7831
2019-12-23,2019-12-23,2016-02-17,664.9234
2019-12-23,2019-12-23,2016-02-24,664.0902
2019-12-23,2019-12-23,2016-03-02,665.7676
2019-12-23,2019-12-23,2016-03-09,669.6639
2019-12-23,2019-12-23,2016-03-16,669.8693
2019-12-23,2019-12-23,2016-03-23,671.7369
2019-12-23,2019-12-23,2016-03-30,673.9932
2019-12-23,2019-12-23,2016-04-06,673.839
2019-12-23,2019-12-23,2016-04-13,673.2684
2019-12-23,2019-12-23,2016-04-20,675.3867
2019-12-23,2019-12-23,2016-04-27,676.3816
2019-12-23,2019-12-23,2016-05-04,677.6073
2019-12-23,2019-12-23,2016-05-11,677.8886
2019-12-23,2019-12-23,2016-05-18,679.1299
2019-12-23,2019-12-23,2016-05-25,678.0486
2019-12-23,2019-12-23,2016-06-01,679.795
2019-12-23,2019-12-23,2016-06-08,681.7937
2019-12-23,2019-12-23,2016-06-15,682.7193
2019-12-23,2019-12-23,2016-06-22,692.814
2019-12-23,2019-12-23,2016-06-29,694.6662
2019-12-23,2019-12-23,2016-07-06,696.1663
2019-12-23,2019-12-23,2016-07-13,696.7166
2019-12-23,2019-12-23,2016-07-20,697.9571
2019-12-23,2019-12-23,2016-07-27,697.9623
2019-12-23,2019-12-23,2016-08-03,698.6551
2019-12-23,2019-12-23,2016-08-10,699.749
2019-12-23,2019-12-23,2016-08-17,700.2035
2019-12-23,2019-12-23,2016-08-24,700.9848
2019-12-23,2019-12-23,2016-08-31,701.0208
2019-12-23,2019-12-23,2016-09-07,702.1763
2019-12-23,2019-12-23,2016-09-14,702.6089
2019-12-23,2019-12-23,2016-09-21,703.2393
2019-12-23,2019-12-23,2016-09-28,704.1868
2019-12-23,2019-12-23,2016-10-05,705.5829
2019-12-23,2019-12-23,2016-10-12,705.626
2019-12-23,2019-12-23,2016-10-19,706.2728
2019-12-23,2019-12-23,2016-10-26,705.0311
2019-12-23,2019-12-23,2016-11-02,705.7703
2019-12-23,2019-12-23,2016-11-09,705.878
2019-12-23,2019-12-23,2016-11-16,705.4955
2019-12-23,2019-12-23,2016-11-23,706.7572
2019-12-23,2019-12-23,2016-11-30,710.5575
2019-12-23,2019-12-23,2016-12-07,710.652
2019-12-23,2019-12-23,2016-12-14,711.6808
2019-12-23,2019-12-23,2016-12-21,711.1275
2019-12-23,2019-12-23,2016-12-28,711.8821
2019-12-23,2019-12-23,2017-01-04,713.9123
2019-12-23,2019-12-23,2017-01-11,712.4552
2019-12-23,2019-12-23,2017-01-18,714.405
2019-12-23,2019-12-23,2017-01-25,713.0197
2019-12-23,2019-12-23,2017-02-01,714.3891
2019-12-23,2019-12-23,2017-02-08,715.3527
2019-12-23,2019-12-23,2017-02-15,714.6732
2019-12-23,2019-12-23,2017-02-22,716.1425
2019-12-23,2019-12-23,2017-03-01,716.8336
2019-12-23,2019-12-23,2017-03-08,716.7839
2019-12-23,2019-12-23,2017-03-15,716.368
2019-12-23,2019-12-23,2017-03-22,717.5907
2019-12-23,2019-12-23,2017-03-29,717.2124
2019-12-23,2019-12-23,2017-04-05,718.2863
2019-12-23,2019-12-23,2017-04-12,720.3372
2019-12-23,2019-12-23,2017-04-19,719.7154
2019-12-23,2019-12-23,2017-04-26,718.9021
2019-12-23,2019-12-23,2017-05-03,719.8998
2019-12-23,2019-12-23,2017-05-10,719.7616
2019-12-23,2019-12-23,2017-05-17,720.7285
2019-12-23,2019-12-23,2017-05-24,721.5831
2019-12-23,2019-12-23,2017-05-31,722.5007
2019-12-23,2019-12-23,2017-06-07,722.3974
2019-12-23,2019-12-23,2017-06-14,723.3123
2019-12-23,2019-12-23,2017-06-21,726.2431
2019-12-23,2019-12-23,2017-06-28,726.9289
2019-12-23,2019-12-23,2017-07-05,728.5267
2019-12-23,2019-12-23,2017-07-12,729.1174
2019-12-23,2019-12-23,2017-07-19,729.1926
2019-12-23,2019-12-23,2017-07-26,728.8999
2019-12-23,2019-12-23,2017-08-02,729.1206
2019-12-23,2019-12-23,2017-08-09,730.3559
2019-12-23,2019-12-23,2017-08-16,729.3894
2019-12-23,2019-12-23,2017-08-23,730.837
2019-12-23,2019-12-23,2017-08-30,731.7418
2019-12-23,2019-12-23,2017-09-06,732.8578
2019-12-23,2019-12-23,2017-09-13,736.3378
2019-12-23,2019-12-23,2017-09-20,737.5083
2019-12-23,2019-12-23,2017-09-27,737.8889
2019-12-23,2019-12-23,2017-10-04,739.0342
2019-12-23,2019-12-23,2017-10-11,739.0013
2019-12-23,2019-12-23,2017-10-18,754.1212
2019-12-23,2019-12-23,2017-10-25,753.5444
2019-12-23,2019-12-23,2017-11-01,755.4697
2019-12-23,2019-12-23,2017-11-08,758.0922
2019-12-23,2019-12-23,2017-11-15,758.0001
2019-12-23,2019-12-23,2017-11-22,759.4963
2019-12-23,2019-12-23,2017-11-29,762.8598
2019-12-23,2019-12-23,2017-12-06,762.4534
2019-12-23,2019-12-23,2017-12-13,762.6689
2019-12-23,2019-12-23,2017-12-20,763.2344
2019-12-23,2019-12-23,2017-12-27,763.8692
2019-12-23,2019-12-23,2018-01-03,766.2697
2019-12-23,2019-12-23,2018-01-10,767.1807
2019-12-23,2019-12-23,2018-01-17,768.2836
2019-12-23,2019-12-23,2018-01-24,766.7128
2019-12-23,2019-12-23,2018-01-31,768.3532
2019-12-23,2019-12-23,2018-02-07,768.1605
2019-12-23,2019-12-23,2018-02-14,768.7684
2019-12-23,2019-12-23,2018-02-21,768.3661
2019-12-23,2019-12-23,2018-02-28,768.9476
2019-12-23,2019-12-23,2018-03-07,770.8221
2019-12-23,2019-12-23,2018-03-14,769.4264
2019-12-23,2019-12-23,2018-03-21,770.1895
2019-12-23,2019-12-23,2018-03-28,770.7674
2019-12-23,2019-12-23,2018-04-04,786.4865
2019-12-23,2019-12-23,2018-04-11,786.3997
2019-12-23,2019-12-23,2018-04-18,786.4806
2019-12-23,2019-12-23,2018-04-25,786.8988
2019-12-23,2019-12-23,2018-05-02,787.1941
2019-12-23,2019-12-23,2018-05-09,788.0394
2019-12-23,2019-12-23,2018-05-16,788.9836
2019-12-23,2019-12-23,2018-05-23,789.3057
2019-12-23,2019-12-23,2018-05-30,792.151
2019-12-23,2019-12-23,2018-06-06,791.8568
2019-12-23,2019-12-23,2018-06-13,792.8206
2019-12-23,2019-12-23,2018-06-20,792.4081
2019-12-23,2019-12-23,2018-06-27,793.811
2019-12-23,2019-12-23,2018-07-04,793.7398
2019-12-23,2019-12-23,2018-07-11,792.6526
2019-12-23,2019-12-23,2018-07-18,793.6397
2019-12-23,2019-12-23,2018-07-25,794.3668
2019-12-23,2019-12-23,2018-08-01,793.5409
2019-12-23,2019-12-23,2018-08-08,795.5379
2019-12-23,2019-12-23,2018-08-15,794.9079
2019-12-23,2019-12-23,2018-08-22,796.1676
2019-12-23,2019-12-23,2018-08-29,797.4393
2019-12-23,2019-12-23,2018-09-05,798.5175
2019-12-23,2019-12-23,2018-09-12,798.1091
2019-12-23,2019-12-23,2018-09-19,798.9051
2019-12-23,2019-12-23,2018-09-26,799.6912
2019-12-23,2019-12-23,2018-10-03,801.1134
2019-12-23,2019-12-23,2018-10-10,801.7766
2019-12-23,2019-12-23,2018-10-17,801.3107
2019-12-23,2019-12-23,2018-10-24,802.3734
2019-12-23,2019-12-23,2018-10-31,804.2844
2019-12-23,2019-12-23,2018-11-07,802.1684
2019-12-23,2019-12-23,2018-11-14,803.5333
2019-12-23,2019-12-23,2018-11-21,805.1217
2019-12-23,2019-12-23,2018-11-28,808.7989
2019-12-23,2019-12-23,2018-12-05,806.7935
2019-12-23,2019-12-23,2018-12-12,807.4065
2019-12-23,2019-12-23,2018-12-19,804.9467
2019-12-23,2019-12-23,2018-12-26,806.7562
2019-12-23,2019-12-23,2019-01-02,805.1707
2019-12-23,2019-12-23,2019-01-09,807.0843
2019-12-23,2019-12-23,2019-01-16,805.4691
2019-12-23,2019-12-23,2019-01-23,808.3861
2019-12-23,2019-12-23,2019-01-30,811.1881
2019-12-23,2019-12-23,2019-02-06,811.0783
2019-12-23,2019-12-23,2019-02-13,811.4621
2019-12-23,2019-12-23,2019-02-20,812.5839
2019-12-23,2019-12-23,2019-02-27,814.9465
2019-12-23,2019-12-23,2019-03-06,814.8378
2019-12-23,2019-12-23,2019-03-13,815.3386
2019-12-23,2019-12-23,2019-03-20,816.1781
2019-12-23,2019-12-23,2019-03-27,816.6519
2019-12-23,2019-12-23,2019-04-03,816.894
2019-12-23,2019-12-23,2019-04-10,817.6666
2019-12-23,2019-12-23,2019-04-17,819.3225
2019-12-23,2019-12-23,2019-04-24,819.7276
2019-12-23,2019-12-23,2019-05-01,820.6928
2019-12-23,2019-12-23,2019-05-08,821.3938
2019-12-23,2019-12-23,2019-05-15,820.901
2019-12-23,2019-12-23,2019-05-22,821.2785
2019-12-23,2019-12-23,2019-05-29,823.3696
2019-12-23,2019-12-23,2019-06-05,823.5567
2019-12-23,2019-12-23,2019-06-12,824.7289
2019-12-23,2019-12-23,2019-06-19,823.3621
2019-12-23,2019-12-23,2019-06-26,824.0605
2019-12-23,2019-12-23,2019-07-03,822.8977
2019-12-23,2019-12-23,2019-07-10,825.3819
2019-12-23,2019-12-23,2019-07-17,824.7725
2019-12-23,2019-12-23,2019-07-24,826.4671
2019-12-23,2019-12-23,2019-07-31,828.9059
2019-12-23,2019-12-23,2019-08-07,828.3332
2019-12-23,2019-12-23,2019-08-14,828.3239
2019-12-23,2019-12-23,2019-08-21,828.585
2019-12-23,2019-12-23,2019-08-28,828.3035
2019-12-23,2019-12-23,2019-09-04,830.1544
2019-12-23,2019-12-23,2019-09-11,828.6049
2019-12-23,2019-12-23,2019-09-18,828.9999
2019-12-23,2019-12-23,2019-09-25,830.0795
2019-12-23,2019-12-23,2019-10-02,831.5119
2019-12-23,2019-12-23,2019-10-09,831.218
2019-12-23,2019-12-23,2019-10-16,839.6696
2019-12-23,2019-12-23,2019-10-23,839.6755
2019-12-23,2019-12-23,2019-10-30,841.2455
2019-12-23,2019-12-23,2019-11-06,839.4303
2019-12-23,2019-12-23,2019-11-13,839.4724
2019-12-23,2019-12-23,2019-11-20,837.8576
2019-12-23,2019-12-23,2019-11-27,835.0313
2019-12-23,2019-12-23,2019-12-04,839.2988
2019-12-23,2019-12-23,2019-12-11,842.1684
